1108010,1108,LHOONG
1108020,1108,LHOKNGA
1108021,1108,LEUPUNG
1108030,1108,INDRAPURI
1108031,1108,KUTA COT GLIE
1108040,1108,SEULIMEUM
1108041,1108,KOTA JANTHO
1108042,1108,LEMBAH SEULAWAH
1108050,1108,MESJID RAYA
1108060,1108,DARUSSALAM
1108061,1108,BAITUSSALAM
1108070,1108,KUTA BARO
1108080,1108,MONTASIK
1108081,1108,BLANG BINTANG
1108090,1108,INGIN JAYA
1108091,1108,KRUENG BARONA JAYA
1108100,1108,SUKA MAKMUR
1108101,1108,KUTA MALAKA
1108102,1108,SIMPANG TIGA
1108110,1108,DARUL IMARAH
1108111,1108,DARUL KAMAL
1108120,1108,PEUKAN BADA
1108130,1108,PULO ACEH
1109010,1109,GEUMPANG
1109011,1109,MANE
1109070,1109,GLUMPANG TIGA
1109071,1109,GLUMPANG BARO
1109080,1109,MUTIARA
1109081,1109,MUTIARA TIMUR
1109090,1109,TIRO/TRUSEB
1109100,1109,TANGSE
1109111,1109,KEUMALA
1109112,1109,TITEUE
1109120,1109,SAKTI
1109130,1109,MILA
1109140,1109,PADANG TIJI
1109150,1109,DELIMA
1109151,1109,GRONG GRONG
1109160,1109,INDRAJAYA
1109170,1109,PEUKAN BARO
1109180,1109,KEMBANG TANJONG
1109190,1109,SIMPANG TIGA
1109200,1109,KOTA SIGLI
1109210,1109,PIDIE
1109220,1109,BATEE
1109230,1109,MUARA TIGA
1110010,1110,SAMALANGA
1110011,1110,SIMPANG MAMPLAM
1110020,1110,PANDRAH
1110030,1110,JEUNIEB
1110031,1110,PEULIMBANG
1110040,1110,PEUDADA
1110050,1110,JULI
1110060,1110,JEUMPA
1110061,1110,KOTA JUANG
1110062,1110,KUALA
1110070,1110,JANGKA
1110080,1110,PEUSANGAN
1110081,1110,PEUSANGAN SELATAN
1110082,1110,PEUSANGAN SIBLAH KRUENG
1110090,1110,MAKMUR
1110100,1110,GANDA PURA
1110101,1110,KUTA BLANG
1111010,1111,SAWANG
1111020,1111,NISAM
1111021,1111,NISAM ANTARA
1111022,1111,BANDA BARO
1111030,1111,KUTA MAKMUR
1111031,1111,SIMPANG KERAMAT
1111040,1111,SYAMTALIRA BAYU
1111041,1111,GEUREUDONG PASE
1111050,1111,MEURAH MULIA
1111060,1111,MATANGKULI
1111061,1111,PAYA BAKONG
1111062,1111,PIRAK TIMU
1111070,1111,COT GIREK
1111080,1111,TANAH JAMBO AYE
1111081,1111,LANGKAHAN
1111090,1111,SEUNUDDON
1111100,1111,BAKTIYA
1111101,1111,BAKTIYA BARAT
1111110,1111,LHOKSUKON
1111120,1111,TANAH LUAS
1111121,1111,NIBONG
1111130,1111,SAMUDERA
1111140,1111,SYAMTALIRA ARON
1111150,1111,TANAH PASIR
1111151,1111,LAPANG
1111160,1111,MUARA BATU
1111170,1111,DEWANTARA
1112010,1112,MANGGENG
1112011,1112,LEMBAH SABIL
1112020,1112,TANGAN-TANGAN
1112021,1112,SETIA
1112030,1112,BLANG PIDIE
1112031,1112,JEUMPA
1112040,1112,SUSOH
1112050,1112,KUALA BATEE
1112060,1112,BABAH ROT
1113010,1113,KUTA PANJANG
1113011,1113,BLANG JERANGO
1113020,1113,BLANGKEJEREN
1113021,1113,PUTRI BETUNG
1113022,1113,DABUN GELANG
1113023,1113,BLANG PEGAYON
1113030,1113,PINING
1113040,1113,RIKIT GAIB
1113041,1113,PANTAN CUACA
1113050,1113,TERANGUN
1113051,1113,TRIPE JAYA
1114010,1114,TAMIANG HULU
1114011,1114,BANDAR PUSAKA
1114020,1114,KEJURUAN MUDA
1114021,1114,TENGGULUN
1114030,1114,RANTAU
1114040,1114,KOTA KUALA SIMPANG
1114050,1114,SERUWAY
1114060,1114,BENDAHARA
1114061,1114,BANDA MULIA
1114070,1114,KARANG BARU
1114071,1114,SEKERAK
1114080,1114,MANYAK PAYED
1115010,1115,DARUL MAKMUR
1115011,1115,TRIPA MAKMUR
1115020,1115,KUALA
1115021,1115,KUALA PESISIR
1115022,1115,TADU RAYA
1115030,1115,BEUTONG
1115031,1115,BEUTONG ATEUH BANGGALANG
1115040,1115,SEUNAGAN
1115041,1115,SUKA MAKMUE
1115050,1115,SEUNAGAN TIMUR
1116010,1116,TEUNOM
1116011,1116,PASIE RAYA
1116020,1116,PANGA
1116030,1116,KRUENG SABEE
1116040,1116,SETIA BAKTI
1116050,1116,SAMPOINIET
1116051,1116,DARUL HIKMAH
1116060,1116,JAYA
1116061,1116,INDRA JAYA
1117010,1117,TIMANG GAJAH
1117011,1117,GAJAH PUTIH
1117020,1117,PINTU RIME GAYO
1117030,1117,BUKIT
1117040,1117,WIH PESAM
1117050,1117,BANDAR
1117051,1117,BENER KELIPAH
1117060,1117,SYIAH UTAMA
1117061,1117,MESIDAH
1117070,1117,PERMATA
1118010,1118,MEUREUDU
1118020,1118,MEURAH DUA
1118030,1118,BANDAR DUA
1118040,1118,JANGKA BUYA
1118050,1118,ULIM
1118060,1118,TRIENGGADENG
1118070,1118,PANTERAJA
1118080,1118,BANDAR BARU
1171010,1171,MEURAXA
1171011,1171,JAYA BARU
1171012,1171,BANDA RAYA
1171020,1171,BAITURRAHMAN
1171021,1171,LUENG BATA
1171030,1171,KUTA ALAM
1171031,1171,KUTA RAJA
1171040,1171,SYIAH KUALA
1171041,1171,ULEE KARENG
1172010,1172,SUKAJAYA
1172020,1172,SUKAKARYA
1173010,1173,LANGSA TIMUR
1173011,1173,LANGSA LAMA
1173020,1173,LANGSA BARAT
1173021,1173,LANGSA BARO
1173030,1173,LANGSA KOTA
1174010,1174,BLANG MANGAT
1174020,1174,MUARA DUA
1174021,1174,MUARA SATU
1174030,1174,BANDA SAKTI
1175010,1175,SIMPANG KIRI
1175020,1175,PENANGGALAN
1175030,1175,RUNDENG
1175040,1175,SULTAN DAULAT
1175050,1175,LONGKIB
1201060,1201,IDANO GAWO
1201061,1201,BAWOLATO
1201062,1201,ULUGAWO
1201070,1201,GIDO
1201071,1201,SOGAEADU
1201081,1201,MA U
1201082,1201,SOMOLO - MOLO
1201130,1201,HILIDUHO
1201131,1201,HILI SERANGKAI
1201132,1201,BOTOMUZOI
1202010,1202,BATAHAN
1202011,1202,SINUNUKAN
1202020,1202,BATANG NATAL
1202021,1202,LINGGA BAYU
1202022,1202,RANTO BAEK
1202030,1202,KOTANOPAN
1202031,1202,ULU PUNGKUT
1202032,1202,TAMBANGAN
1202033,1202,LEMBAH SORIK MARAPI
1202034,1202,PUNCAK SORIK MARAPI
1202040,1202,MUARA SIPONGI
1202041,1202,PAKANTAN
1202050,1202,PANYABUNGAN
1202051,1202,PANYABUNGAN SELATAN
1202052,1202,PANYABUNGAN BARAT
1202053,1202,PANYABUNGAN UTARA
1202054,1202,PANYABUNGAN TIMUR
1202055,1202,HUTA BARGOT
1202060,1202,NATAL
1202070,1202,MUARA BATANG GADIS
1202080,1202,SIABU
1202081,1202,BUKIT MALINTANG
1202082,1202,NAGA JUANG
1203010,1203,BATANG ANGKOLA
1203011,1203,SAYUR MATINGGI
1203012,1203,TANO TOMBANGAN ANGKOLA
1203070,1203,ANGKOLA TIMUR
1203080,1203,ANGKOLA SELATAN
1203090,1203,ANGKOLA  BARAT
1203091,1203,ANGKOLA SANGKUNUR
1203100,1203,BATANG TORU
1203101,1203,MARANCAR
1203102,1203,MUARA BATANG TORU
1203110,1203,SIPIROK
1203120,1203,ARSE
1203160,1203,SAIPAR DOLOK HOLE
1203161,1203,AEK BILAH
1204010,1204,PINANG SORI
1204011,1204,BADIRI
1204020,1204,SIBABANGUN
1204021,1204,LUMUT
1204022,1204,SUKABANGUN
1204030,1204,PANDAN
1204031,1204,TUKKA
1204032,1204,SARUDIK
1204040,1204,TAPIAN NAULI
1204041,1204,SITAHUIS
1204050,1204,KOLANG
1204060,1204,SORKAM
1204061,1204,SORKAM BARAT
1204062,1204,PASARIBU TOBING
1204070,1204,BARUS
1204071,1204,SOSOR GADONG
1204072,1204,ANDAM DEWI
1204073,1204,BARUS UTARA
1204080,1204,MANDUAMAS
1204081,1204,SIRANDORUNG
1205030,1205,PARMONANGAN
1205040,1205,ADIANKOTING
1205050,1205,SIPOHOLON
1205060,1205,TARUTUNG
1205061,1205,SIATAS BARITA
1205070,1205,PAHAE JULU
1205080,1205,PAHAE JAE
1205081,1205,PURBATUA
1205082,1205,SIMANGUMBAN
1205090,1205,PANGARIBUAN
1205100,1205,GAROGA
1205110,1205,SIPAHUTAR
1205120,1205,SIBORONGBORONG
1205130,1205,PAGARAN
1205180,1205,MUARA
1206030,1206,BALIGE
1206031,1206,TAMPAHAN
1206040,1206,LAGUBOTI
1206050,1206,HABINSARAN
1206051,1206,BORBOR
1206052,1206,NASSAU
1206060,1206,SILAEN
1206061,1206,SIGUMPAR
1206070,1206,PORSEA
1206071,1206,PINTU POHAN MERANTI
1206072,1206,SIANTAR NARUMONDA
1206073,1206,PARMAKSIAN
1206080,1206,LUMBAN JULU
1206081,1206,ULUAN
1206082,1206,AJIBATA
1206083,1206,BONATUA LUNASI
1207050,1207,BILAH HULU
1207070,1207,PANGKATAN
1207080,1207,BILAH BARAT
1207130,1207,BILAH HILIR
1207140,1207,PANAI HULU
1207150,1207,PANAI TENGAH
1207160,1207,PANAI HILIR
1207210,1207,RANTAU SELATAN
1207220,1207,RANTAU UTARA
1208010,1208,BANDAR PASIR MANDOGE
1208020,1208,BANDAR PULAU
1208021,1208,AEK SONGSONGAN
1208022,1208,RAHUNING
1208030,1208,PULAU RAKYAT
1208031,1208,AEK KUASAN
1208032,1208,AEK LEDONG
1208040,1208,SEI KEPAYANG
1208041,1208,SEI KEPAYANG BARAT
1208042,1208,SEI KEPAYANG TIMUR
1208050,1208,TANJUNG BALAI
1208060,1208,SIMPANG EMPAT
1208061,1208,TELUK DALAM
1208070,1208,AIR BATU
1208071,1208,SEI DADAP
1208080,1208,BUNTU PANE
1208081,1208,TINGGI RAJA
1208082,1208,SETIA JANJI
1208090,1208,MERANTI
1208091,1208,PULO BANDRING
1208092,1208,RAWANG PANCA ARGA
1208100,1208,AIR JOMAN
1208101,1208,SILAU LAUT
1208160,1208,KISARAN BARAT
1208170,1208,KISARAN TIMUR
1209010,1209,SILIMAKUTA
1209011,1209,PEMATANG SILIMAHUTA
1209020,1209,PURBA
1209021,1209,HARANGGAOL HORISON
1209030,1209,DOLOK PARDAMEAN
1209040,1209,SIDAMANIK
1209041,1209,PEMATANG SIDAMANIK
1209050,1209,GIRSANG SIPANGAN BOLON
1209060,1209,TANAH JAWA
1209061,1209,HATONDUHAN
1209070,1209,DOLOK PANRIBUAN
1209080,1209,JORLANG HATARAN
1209090,1209,PANEI
1209091,1209,PANOMBEAN PANEI
1209100,1209,RAYA
1209110,1209,DOLOK SILAU
1209120,1209,SILAU KAHEAN
1209130,1209,RAYA KAHEAN
1209140,1209,TAPIAN DOLOK
1209150,1209,DOLOK BATU NANGGAR
1209160,1209,SIANTAR
1209161,1209,GUNUNG MALELA
1209162,1209,GUNUNG MALIGAS
1209170,1209,HUTABAYU RAJA
1209171,1209,JAWA MARAJA BAH JAMBI
1209180,1209,PEMATANG BANDAR
1209181,1209,BANDAR HULUAN
1209190,1209,BANDAR
1209191,1209,BANDAR MASILAM
1209200,1209,BOSAR MALIGAS
1209210,1209,UJUNG PADANG
1210030,1210,SIDIKALANG
1210031,1210,BERAMPU
1210032,1210,SITINJO
1210040,1210,PARBULUAN
1210050,1210,SUMBUL
1210051,1210,SILAHI SABUNGAN
1210060,1210,SILIMA PUNGGA-PUNGGA
1210061,1210,LAE PARIRA
1210070,1210,SIEMPAT NEMPU
1210080,1210,SIEMPAT NEMPU HULU
1210090,1210,SIEMPAT NEMPU HILIR
1210100,1210,TIGA LINGGA
1210101,1210,GUNUNG SITEMBER
1210110,1210,PEGAGAN HILIR
1210120,1210,TANAH PINEM
1211010,1211,MARDINGDING
1211020,1211,LAUBALENG
1211030,1211,TIGA BINANGA
1211040,1211,JUHAR
1211050,1211,MUNTE
1211060,1211,KUTA BULUH
1211070,1211,PAYUNG
1211071,1211,TIGANDERKET
1211080,1211,SIMPANG EMPAT
1211081,1211,NAMAN TERAN
1211082,1211,MERDEKA
1211090,1211,KABANJAHE
1211100,1211,BERASTAGI
1211110,1211,TIGAPANAH
1211111,1211,DOLAT RAYAT
1211120,1211,MEREK
1211130,1211,BARUSJAHE
1212010,1212,GUNUNG MERIAH
1212020,1212,SINEMBAH TANJUNG MUDA HULU
1212030,1212,SIBOLANGIT
1212040,1212,KUTALIMBARU
1212050,1212,PANCUR BATU
1212060,1212,NAMO RAMBE
1212070,1212,BIRU-BIRU
1212080,1212,SINEMBAH TANJUNG MUDA HILIR
1212090,1212,BANGUN PURBA
1212190,1212,GALANG
1212200,1212,TANJUNG MORAWA
1212210,1212,PATUMBAK
1212220,1212,DELI TUA
1212230,1212,SUNGGAL
1212240,1212,HAMPARAN PERAK
1212250,1212,LABUHAN DELI
1212260,1212,PERCUT SEI TUAN
1212270,1212,BATANG KUIS
1212280,1212,PANTAI LABU
1212290,1212,BERINGIN
1212300,1212,LUBUK PAKAM
1212310,1212,PAGAR MERBAU
1213010,1213,BOHOROK
1213011,1213,SIRAPIT
1213020,1213,SALAPIAN
1213021,1213,KUTAMBARU
1213030,1213,SEI BINGAI
1213040,1213,KUALA
1213050,1213,SELESAI
1213060,1213,BINJAI
1213070,1213,STABAT
1213080,1213,WAMPU
1213090,1213,BATANG SERANGAN
1213100,1213,SAWIT SEBERANG
1213110,1213,PADANG TUALANG
1213120,1213,HINAI
1213130,1213,SECANGGANG
1213140,1213,TANJUNG PURA
1213150,1213,GEBANG
1213160,1213,BABALAN
1213170,1213,SEI LEPAN
1213180,1213,BRANDAN BARAT
1213190,1213,BESITANG
1213200,1213,PANGKALAN SUSU
1213201,1213,PEMATANG JAYA
1214010,1214,HIBALA
1214011,1214,TANAH MASA
1214020,1214,PULAU-PULAU BATU
1214021,1214,PULAU-PULAU BATU TIMUR
1214022,1214,SIMUK
1214023,1214,PULAU-PULAU BATU BARAT
1214024,1214,PULAU-PULAU BATU UTARA
1214030,1214,TELUK DALAM
1214031,1214,FANAYAMA
1214032,1214,TOMA
1214033,1214,MANIAMOLO
1214034,1214,MAZINO
1214035,1214,LUAHAGUNDRE MANIAMOLO
1214036,1214,ONOLALU
1214040,1214,AMANDRAYA
1214041,1214,ARAMO
1214042,1214,ULUSUSUA
1214050,1214,LAHUSA
1214051,1214,SIDUAORI
1214052,1214,SOMAMBAWA
1214060,1214,GOMO
1214061,1214,SUSUA
1214062,1214,MAZO
1214063,1214,UMBUNASI
1214064,1214,IDANOTAE
1214065,1214,ULUIDANOTAE
1214066,1214,BORONADU
1214070,1214,LOLOMATUA
1214071,1214,ULUNOYO
1214072,1214,HURUNA
1214080,1214,LOLOWA'U
1214081,1214,HILIMEGAI
1214082,1214,OOU
1214083,1214,ONOHAZUMBA
1214084,1214,HILISALAWAAHE
1215010,1215,PAKKAT
1215020,1215,ONAN GANJANG
1215030,1215,SIJAMA POLANG
1215040,1215,DOLOK SANGGUL
1215050,1215,LINTONG NIHUTA
1215060,1215,PARANGINAN
1215070,1215,BAKTI RAJA
1215080,1215,POLLUNG
1215090,1215,PARLILITAN
1215100,1215,TARA BINTANG
1216010,1216,SALAK
1216011,1216,SITELLU TALI URANG JEHE
1216012,1216,PAGINDAR
1216013,1216,SITELLU TALI URANG JULU
1216014,1216,PERGETTENG-GETTENG SENGKUT
1216020,1216,KERAJAAN
1216021,1216,TINADA
1216022,1216,SIEMPAT RUBE
1217010,1217,SIANJUR MULA MULA
1217020,1217,HARIAN
1217030,1217,SITIO-TIO
1217040,1217,ONAN RUNGGU
1217050,1217,NAINGGOLAN
1217060,1217,PALIPI
1217070,1217,RONGGUR NIHUTA
1217080,1217,PANGURURAN
1217090,1217,SIMANINDO
1218010,1218,KOTARIH
1218011,1218,SILINDA
1218012,1218,BINTANG BAYU
1218020,1218,DOLOK MASIHUL
1218021,1218,SERBAJADI
1218030,1218,SIPISPIS
1218040,1218,DOLOK MERAWAN
1218050,1218,TEBINGTINGGI
1218051,1218,TEBING SYAHBANDAR
1218060,1218,BANDAR KHALIPAH
1218070,1218,TANJUNG BERINGIN
1218080,1218,SEI RAMPAH
1218081,1218,SEI BAMBAN
1218090,1218,TELUK MENGKUDU
1218100,1218,PERBAUNGAN
1218101,1218,PEGAJAHAN
1218110,1218,PANTAI CERMIN
1219010,1219,SEI BALAI
1219020,1219,TANJUNG TIRAM
1219030,1219,TALAWI
1219040,1219,LIMAPULUH
1219050,1219,AIR PUTIH
1219060,1219,SEI SUKA
1219070,1219,MEDANG DERAS
1220010,1220,BATANG ONANG
1220020,1220,PADANG BOLAK JULU
1220030,1220,PORTIBI
1220040,1220,PADANG BOLAK
1220050,1220,SIMANGAMBAT
1220060,1220,HALONGONAN
1220070,1220,DOLOK
1220080,1220,DOLOK SIGOMPULON
1220090,1220,HULU SIHAPAS
1221010,1221,SOSOPAN
1221020,1221,ULU BARUMUN
1221030,1221,BARUMUN
1221031,1221,BARUMUN SELATAN
1221040,1221,LUBUK BARUMUN
1221050,1221,SOSA
1221060,1221,BATANG LUBU SUTAM
1221070,1221,HUTA RAJA TINGGI
1221080,1221,HURISTAK
1221090,1221,BARUMUN TENGAH
1221091,1221,AEK NABARA BARUMUN
1221092,1221,SIHAPAS BARUMUN
1222010,1222,SUNGAI KANAN
1222020,1222,TORGAMBA
1222030,1222,KOTA PINANG
1222040,1222,SILANGKITANG
1222050,1222,KAMPUNG RAKYAT
1223010,1223,NA IX-X
1223020,1223,MARBAU
1223030,1223,AEK KUO
1223040,1223,AEK NATAS
1223050,1223,KUALUH SELATAN
1223060,1223,KUALUH HILIR
1223070,1223,KUALUH HULU
1223080,1223,KUALUH LEIDONG
1224010,1224,TUGALA OYO
1224020,1224,ALASA
1224030,1224,ALASA TALU MUZOI
1224040,1224,NAMOHALU ESIWA
1224050,1224,SITOLU ORI
1224060,1224,TUHEMBERUA
1224070,1224,SAWO
1224080,1224,LOTU
1224090,1224,LAHEWA TIMUR
1224100,1224,AFULU
1224110,1224,LAHEWA
1225010,1225,SIROMBU
1225020,1225,LAHOMI
1225030,1225,ULU MORO O
1225040,1225,LOLOFITU MOI
1225050,1225,MANDREHE UTARA
1225060,1225,MANDREHE
1225070,1225,MANDREHE BARAT
1225080,1225,MORO O
1271010,1271,SIBOLGA UTARA
1271020,1271,SIBOLGA KOTA
1271030,1271,SIBOLGA SELATAN
1271031,1271,SIBOLGA SAMBAS
1272010,1272,DATUK BANDAR
1272011,1272,DATUK BANDAR TIMUR
1272020,1272,TANJUNG BALAI SELATAN
1272030,1272,TANJUNG BALAI UTARA
1272040,1272,SEI TUALANG RASO
1272050,1272,TELUK NIBUNG
1273010,1273,SIANTAR MARIHAT
1273011,1273,SIANTAR MARIMBUN
1273020,1273,SIANTAR SELATAN
1273030,1273,SIANTAR BARAT
1273040,1273,SIANTAR UTARA
1273050,1273,SIANTAR TIMUR
1273060,1273,SIANTAR MARTOBA
1273061,1273,SIANTAR SITALASARI
1274010,1274,PADANG HULU
1274011,1274,TEBING TINGGI KOTA
1274020,1274,RAMBUTAN
1274021,1274,BAJENIS
1274030,1274,PADANG HILIR
1275010,1275,MEDAN TUNTUNGAN
1275020,1275,MEDAN JOHOR
1275030,1275,MEDAN AMPLAS
1275040,1275,MEDAN DENAI
1275050,1275,MEDAN AREA
1275060,1275,MEDAN KOTA
1275070,1275,MEDAN MAIMUN
1275080,1275,MEDAN POLONIA
1275090,1275,MEDAN BARU
1275100,1275,MEDAN SELAYANG
1275110,1275,MEDAN SUNGGAL
1275120,1275,MEDAN HELVETIA
1275130,1275,MEDAN PETISAH
1275140,1275,MEDAN BARAT
1275150,1275,MEDAN TIMUR
1275160,1275,MEDAN PERJUANGAN
1275170,1275,MEDAN TEMBUNG
1275180,1275,MEDAN DELI
1275190,1275,MEDAN LABUHAN
1275200,1275,MEDAN MARELAN
1275210,1275,MEDAN BELAWAN
1276010,1276,BINJAI SELATAN
1276020,1276,BINJAI KOTA
1276030,1276,BINJAI TIMUR
1276040,1276,BINJAI UTARA
1276050,1276,BINJAI BARAT
1277010,1277,PADANGSIDIMPUAN TENGGARA
1277020,1277,PADANGSIDIMPUAN SELATAN
1277030,1277,PADANGSIDIMPUAN BATUNADUA
1277040,1277,PADANGSIDIMPUAN UTARA
1277050,1277,PADANGSIDIMPUAN HUTAIMBARU
1277051,1277,PADANGSIDIMPUAN ANGKOLA JULU
1278010,1278,GUNUNGSITOLI IDANOI
1278020,1278,GUNUNGSITOLI SELATAN
1278030,1278,GUNUNGSITOLI BARAT
1278040,1278,GUNUNG SITOLI
1278050,1278,GUNUNGSITOLI ALO OA
1278060,1278,GUNUNGSITOLI UTARA
1301011,1301,PAGAI SELATAN
1301012,1301,SIKAKAP
1301013,1301,PAGAI UTARA
1301021,1301,SIPORA SELATAN
1301022,1301,SIPORA UTARA
1301030,1301,SIBERUT SELATAN
1301031,1301,SEBERUT BARAT DAYA
1301032,1301,SIBERUT TENGAH
1301040,1301,SIBERUT UTARA
1301041,1301,SIBERUT BARAT
1302011,1302,SILAUT
1302012,1302,LUNANG
1302020,1302,BASA AMPEK BALAI TAPAN
1302021,1302,RANAH AMPEK HULU TAPAN
1302030,1302,PANCUNG SOAL
1302031,1302,AIRPURA
1302040,1302,LINGGO SARI BAGANTI
1302050,1302,RANAH PESISIR
1302060,1302,LENGAYANG
1302070,1302,SUTERA
1302080,1302,BATANG KAPAS
1302090,1302,IV JURAI
1302100,1302,BAYANG
1302101,1302,IV  NAGARI BAYANG UTARA
1302110,1302,KOTO XI TARUSAN
1303040,1303,PANTAI CERMIN
1303050,1303,LEMBAH GUMANTI
1303051,1303,HILIRAN GUMANTI
1303060,1303,PAYUNG SEKAKI
1303061,1303,TIGO LURAH
1303070,1303,LEMBANG JAYA
1303071,1303,DANAU KEMBAR
1303080,1303,GUNUNG TALANG
1303090,1303,BUKIT SUNDI
1303100,1303,IX KOTO SUNGAI LASI
1303110,1303,KUBUNG
1303120,1303,X KOTO DIATAS
1303130,1303,X KOTO SINGKARAK
1303140,1303,JUNJUNG SIRIH
1304050,1304,KAMANG BARU
1304060,1304,TANJUNG GADANG
1304070,1304,SIJUNJUNG
1304071,1304,LUBUK TAROK
1304080,1304,IV NAGARI
1304090,1304,KUPITAN
1304100,1304,KOTO TUJUH
1304110,1304,SUMPUR KUDUS
1305010,1305,SEPULUH KOTO
1305020,1305,BATIPUH
1305021,1305,BATIPUH SELATAN
1305030,1305,PARIANGAN
1305040,1305,RAMBATAN
1305050,1305,LIMA KAUM
1305060,1305,TANJUNG EMAS
1305070,1305,PADANG GANTING
1305080,1305,LINTAU BUO
1305081,1305,LINTAU BUO UTARA
1305090,1305,SUNGAYANG
1305100,1305,SUNGAI TARAB
1305110,1305,SALIMPAUNG
1305111,1305,TANJUNG BARU
1306010,1306,BATANG ANAI
1306020,1306,LUBUK ALUNG
1306021,1306,SINTUK TOBOH GADANG
1306030,1306,ULAKAN TAPAKIS
1306040,1306,NAN SABARIS
1306050,1306,2 X 11 ENAM LINGKUNG
1306051,1306,ENAM LINGKUNG
1306052,1306,2 X 11 KAYU TANAM
1306060,1306,VII KOTO SUNGAI SARIAK
1306061,1306,PATAMUAN
1306062,1306,PADANG SAGO
1306070,1306,V KOTO KP DALAM
1306071,1306,V KOTO TIMUR
1306080,1306,SUNGAI LIMAU
1306081,1306,BATANG GASAN
1306090,1306,SUNGAI GERINGGING
1306100,1306,IV KOTO AUR MALINTANG
1307010,1307,TANJUNG MUTIARA
1307020,1307,LUBUK BASUNG
1307021,1307,AMPEK NAGARI
1307030,1307,TANJUNG RAYA
1307040,1307,MATUR
1307050,1307,IV KOTO
1307051,1307,MALALAK
1307061,1307,BANUHAMPU
1307062,1307,SUNGAI PUA
1307070,1307,AMPEK ANGKEK
1307071,1307,CANDUANG
1307080,1307,BASO
1307090,1307,TILATANG KAMANG
1307091,1307,KAMANG MAGEK
1307100,1307,PALEMBAYAN
1307110,1307,PALUPUH
1308010,1308,PAYAKUMBUH
1308011,1308,AKABILURU
1308020,1308,LUAK
1308021,1308,LAREH SAGO HALABAN
1308022,1308,SITUJUAH LIMO NAGARI
1308030,1308,HARAU
1308040,1308,GUGUAK
1308041,1308,MUNGKA
